frame,cars,police,robber
1,12,2,0
2,15,2,0
3,11,2,0
4,15,2,0
5,18,2,1
6,15,2,0
7,18,2,1
8,16,1,1
9,18,2,1
10,18,2,1
11,16,1,1
12,16,2,1
13,18,2,1
14,16,2,1
15,18,1,1
16,18,0,1
17,14,2,1
18,15,0,1
19,18,1,1
20,14,1,1
21,18,1,1
22,14,3,0
23,14,3,0
24,14,2,0
25,13,3,0
26,14,2,0
27,14,2,0
28,12,2,0
29,18,0,1
30,15,2,0
31,16,1,1
